locus_chr	locus_start	locus_end	locus_width	locus_name	locus_ngene	locus_pheno	gene_locusdist_kbp	gene_name	gene_type	gene_tss	gene_end
02	219195237	219641980	446.743	rs55910611+rs907683	23	HR+JT+QT	8.296	SLC4A3	protein_coding	219627394	219641980
02	219195237	219641980	446.743	rs55910611+rs907683	23	HR+JT+QT	16.442	DES	protein_coding	219418377	219426735
02	219195237	219641980	446.743	rs55910611+rs907683	23	HR+JT+QT	37.833	STK11IP	protein_coding	219597857	219616451
02	219195237	219641980	446.743	rs55910611+rs907683	23	HR+JT+QT	47.023	DNPEP	protein_coding	219387796	219400022
02	219195237	219641980	446.743	rs55910611+rs907683	23	HR+JT+QT	61.312	SPEGNB	protein_coding	219496131	219498287
02	219195237	219641980	446.743	rs55910611+rs907683	23	HR+JT+QT	64.046	GMPPA	protein_coding	219498865	219513898
02	219195237	219641980	446.743	rs55910611+rs907683	23	HR+JT+QT	64.151	OBSL1	protein_coding	219571539	219571859
02	219195237	219641980	446.743	rs55910611+rs907683	23	HR+JT+QT	66.528	INHA	protein_coding	219569162	219575711
02	219195237	219641980	446.743	rs55910611+rs907683	23	HR+JT+QT	79.351	ASIC4	protein_coding	219514170	219538772
02	219195237	219641980	446.743	rs55910611+rs907683	23	HR+JT+QT	92.027	TMEM198	protein_coding	219543663	219550595
02	219195237	219641980	446.743	rs55910611+rs907683	23	HR+JT+QT	96.736	CHPF	protein_coding	219538954	219543809
02	219195237	219641980	446.743	rs55910611+rs907683	23	HR	107.412	RESP18	protein_coding	219327407	219333177
02	219195237	219641980	446.743	rs55910611+rs907683	23	HR	125.418	PTPRN	protein_coding	219309401	219309648
02	219195237	219641980	446.743	rs55910611+rs907683	23	HR	155.477	DNAJB2	protein_coding	219279342	219286898
02	219195237	219641980	446.743	rs55910611+rs907683	23	HR	180.901	TUBA4A	protein_coding	219253918	219277902
02	219195237	219641980	446.743	rs55910611+rs907683	23	HR	181.576	TUBA4B	protein_coding	219253243	219272197
02	219195237	219641980	446.743	rs55910611+rs907683	23	HR	189.364	STK16	protein_coding	219245455	219250337
02	219195237	219641980	446.743	rs55910611+rs907683	23	HR	189.375	GLB1L	protein_coding	219245444	219245478
02	219195237	219641980	446.743	rs55910611+rs907683	23	HR	205.036	ANKZF1	protein_coding	219229783	219236679
02	219195237	219641980	446.743	rs55910611+rs907683	23	HR	205.193	ATG9A	protein_coding	219229626	219229717
02	219195237	219641980	446.743	rs55910611+rs907683	23	HR	223.78	ABCB6	protein_coding	219211039	219218994
02	219195237	219641980	446.743	rs55910611+rs907683	23	HR	239.582	ZFAND2B	protein_coding	219195237	219209651
08	143684452	144261927	577.475	rs56233017	22	HR	32.277	PLEC	protein_coding	143939597	143976734
08	143684452	144261927	577.475	rs56233017	22	HR	49.996	EPPK1	protein_coding	143857324	143878467
08	143684452	144261927	577.475	rs56233017	22	HR	73.737	NRBP2	protein_coding	143833583	143840973
08	143684452	144261927	577.475	rs56233017	22	HR	77.038	PARP10	protein_coding	143984358	144012772
08	143684452	144261927	577.475	rs56233017	22	HR	78.005	PUF60	protein_coding	143829315	143829352
08	143684452	144261927	577.475	rs56233017	22	HR	82.736	GRINA	protein_coding	143990056	143993415
08	143684452	144261927	577.475	rs56233017	22	HR	91.941	SCRIB	protein_coding	143815379	143815773
08	143684452	144261927	577.475	rs56233017	22	HR	104.96	SPATC1	protein_coding	144012280	144047114
08	143684452	144261927	577.475	rs56233017	22	HR	153.372	OPLAH	protein_coding	144060692	144063965
08	143684452	144261927	577.475	rs56233017	22	HR	171.328	EXOSC4	protein_coding	144078648	144080648
08	143684452	144261927	577.475	rs56233017	22	HR	173.18	IQANK1	protein_coding	143734140	143790645
08	143684452	144261927	577.475	rs56233017	22	HR	173.541	FAM83H	protein_coding	143733779	143738234
08	143684452	144261927	577.475	rs56233017	22	HR	175.27	GPAA1	protein_coding	144082590	144086216
08	143684452	144261927	577.475	rs56233017	22	HR	187.719	CYC1	protein_coding	144095039	144097525
08	143684452	144261927	577.475	rs56233017	22	HR	190.98	MAPK15	protein_coding	143716340	143722458
08	143684452	144261927	577.475	rs56233017	22	HR	192.002	SHARPIN	protein_coding	144099322	144108124
08	143684452	144261927	577.475	rs56233017	22	HR	197.141	MAF1	protein_coding	144104461	144107611
08	143684452	144261927	577.475	rs56233017	22	HR	200.406	WDR97	protein_coding	144107726	144118328
08	143684452	144261927	577.475	rs56233017	22	HR	200.626	CCDC166	protein_coding	143706694	143708109
08	143684452	144261927	577.475	rs56233017	22	HR	222.868	ZNF707	protein_coding	143684452	143713898
08	143684452	144261927	577.475	rs56233017	22	HR	230.454	HGH1	protein_coding	144137774	144140851
08	143684452	144261927	577.475	rs56233017	22	HR	240.696	MROH1	protein_coding	144148016	144261927
20	19212642	19722926	510.284	rs6035275	1	JT	59.568	SLC24A3	protein_coding	19212642	19722926
20	37983007	38377013	394.006	rs6123471	6	HR	46.484	TGM2	protein_coding	38165270	38166578
20	37983007	38377013	394.006	rs6123471	6	HR	48.981	KIAA1755	protein_coding	38260735	38260772
20	37983007	38377013	394.006	rs6123471	6	HR	92.402	BPI	protein_coding	38304156	38337505
20	37983007	38377013	394.006	rs6123471	6	HR	134.728	LBP	protein_coding	38346482	38377013
20	37983007	38377013	394.006	rs6123471	6	HR	178.008	RPRD1B	protein_coding	38033746	38127780
20	37983007	38377013	394.006	rs6123471	6	HR	228.747	TTI1	protein_coding	37983007	38033461
18	36709322	37232172	522.85	rs61735998+rs879568	2	HR+QRS	66.889	TPGS2	protein_coding	36798585	36829216
18	36709322	37232172	522.85	rs61735998+rs879568	2	HR+QRS	97.41	KIAA1328	protein_coding	36829106	37232172
02	187377642	187565760	188.118	rs62172372	2	HR	70.61	CALCRL	protein_coding	187448252	187448460
02	187377642	187565760	188.118	rs62172372	2	HR	135.999	TFPI	protein_coding	187513641	187565760
05	113856054	114496500	640.446	rs624896	1	JT	199.872	KCNN2	protein_coding	114055926	114496500
03	157089881	157160760	70.879	rs6441111	2	PR	14.138	LINC00881	lncRNA	157089881	157135557
03	157089881	157160760	70.879	rs6441111	2	PR	42.489	CCNL1	protein_coding	157146508	157160760
11	76206502	76553031	346.529	rs652673	4	PR	13.745	WNT11	protein_coding	76206502	76210736
11	76206502	76553031	346.529	rs652673	4	PR	160.381	THAP12	protein_coding	76380628	76381132
11	76206502	76553031	346.529	rs652673	4	PR	161.056	GVQW3	protein_coding	76381303	76414619
11	76206502	76553031	346.529	rs652673	4	PR	224.676	EMSY	protein_coding	76444923	76553031
01	3342619	3611508	268.889	rs6683273	2	QRS	112.046	ARHGEF16	protein_coding	3454665	3481113
01	3342619	3611508	268.889	rs6683273	2	QRS	188.829	MEGF6	protein_coding	3531448	3611508
02	18560653	18632585	71.932	rs6718130	3	JT	43.016	NT5C1B	protein_coding	18589569	18589572
02	18560653	18632585	71.932	rs6718130	3	JT	43.023	NT5C1B-RDH14	protein_coding	18589562	18589564
02	18560653	18632585	71.932	rs6718130	3	JT	71.932	RDH14	protein_coding	18560653	18560679
03	185499035	185825042	326.007	rs6762208+rs7638853	4	JT+PR	10.212	IGF2BP2	protein_coding	185643130	185825042
03	185499035	185825042	326.007	rs6762208+rs7638853	4	JT+PR	30.881	SENP2	protein_coding	185582496	185633551
03	185499035	185825042	326.007	rs6762208+rs7638853	4	JT+PR	107.115	LIPH	protein_coding	185506262	185552588
03	185499035	185825042	326.007	rs6762208+rs7638853	4	JT+PR	114.342	TMEM41A	protein_coding	185499035	185499057
04	148053451	148444698	391.247	rs6845865	1	HR	25.311	NR3C2	protein_coding	148078762	148444698
07	46601302	47582558	981.256	rs6968945	1	QRS	679.016	TNS3	protein_coding	47280318	47582558
15	73319859	73560013	240.154	rs7173389	2	HR	51.703	HCN4	protein_coding	73319859	73368958
15	73319859	73560013	240.154	rs7173389	2	HR	71.602	REC114	protein_coding	73443164	73560013
13	21459303	21704498	245.195	rs718426	3	PR	8.447	MICU2	protein_coding	21503073	21604181
13	21459303	21704498	245.195	rs718426	3	PR	52.217	ZDHHC20	protein_coding	21459303	21459370
13	21459303	21704498	245.195	rs718426	3	PR	159.553	FGF9	protein_coding	21671073	21704498
16	65122036	65252967	130.931	rs7194801	1	HR	130.931	CDH11	protein_coding	65122036	65126112
17	29929200	30469989	540.789	rs7211246	7	QRS	35.575	SLC6A4	protein_coding	30194319	30236002
17	29929200	30469989	540.789	rs7211246	7	QRS	43.223	NSRP1	protein_coding	30115521	30186475
17	29929200	30469989	540.789	rs7211246	7	QRS	133.2	BLMH	protein_coding	30291944	30292056
17	29929200	30469989	540.789	rs7211246	7	QRS	157.589	TMIGD1	protein_coding	30316333	30334059
17	29929200	30469989	540.789	rs7211246	7	QRS	220.183	CPD	protein_coding	30378927	30469989
17	29929200	30469989	540.789	rs7211246	7	QRS	228.592	SSH2	protein_coding	29930152	29930276
17	29929200	30469989	540.789	rs7211246	7	QRS	229.544	EFCAB5	protein_coding	29929200	30108452
21	15730025	15880064	150.039	rs7283707	1	QRS	24.65	USP25	protein_coding	15730025	15880064
17	59155186	59696956	541.77	rs728478	7	QT	57.488	YPEL2	protein_coding	59331655	59401729
17	59155186	59696956	541.77	rs728478	7	QT	168.676	GDPD1	protein_coding	59220467	59275970
17	59155186	59696956	541.77	rs728478	7	QT	176.467	DHX40	protein_coding	59565610	59608345
17	59155186	59696956	541.77	rs728478	7	QT	179.743	SMG8	protein_coding	59209400	59215239
17	59155186	59696956	541.77	rs728478	7	QT	230.715	CLTC	protein_coding	59619858	59696956
17	59155186	59696956	541.77	rs728478	7	QT	233.411	PRR11	protein_coding	59155732	59206709
17	59155186	59696956	541.77	rs728478	7	QT	233.957	SKA2	protein_coding	59155186	59155260
07	136868652	137020255	151.603	rs73158705	1	HR	22.701	CHRM2	protein_coding	136868652	137020255
10	112719503	113167678	448.175	rs7342028+rs7918405	1	QRS	204.541	TCF7L2	protein_coding	112950247	113167678
09	35673928	36163913	489.985	rs748802	18	HR	0.031	SPAAR	protein_coding	35909490	35937153
09	35673928	36163913	489.985	rs748802	18	HR	3.319	HRCT1	protein_coding	35906202	35907136
09	35673928	36163913	489.985	rs748802	18	HR	40.058	OR13J1	protein_coding	35869463	35870401
09	35673928	36163913	489.985	rs748802	18	HR	47.587	OR2S2	protein_coding	35957108	35958154
09	35673928	36163913	489.985	rs748802	18	HR	80.789	FAM221B	protein_coding	35828732	35828747
09	35673928	36163913	489.985	rs748802	18	HR	95.07	TMEM8B	protein_coding	35814451	35865518
09	35673928	36163913	489.985	rs748802	18	HR	95.751	HINT2	protein_coding	35813770	35815354
09	35673928	36163913	489.985	rs748802	18	HR	98.447	SPAG8	protein_coding	35811074	35812272
09	35673928	36163913	489.985	rs748802	18	HR	118.518	NPR2	protein_coding	35791003	35809732
09	35673928	36163913	489.985	rs748802	18	HR	127.392	RECK	protein_coding	36036913	36124455
09	35673928	36163913	489.985	rs748802	18	HR	155.245	MSMP	protein_coding	35754276	35756613
09	35673928	36163913	489.985	rs748802	18	HR	160.234	RGP1	protein_coding	35749287	35758585
09	35673928	36163913	489.985	rs748802	18	HR	172.655	GBA2	protein_coding	35736866	35749228
09	35673928	36163913	489.985	rs748802	18	HR	176.923	CREB3	protein_coding	35732598	35736999
09	35673928	36163913	489.985	rs748802	18	HR	212.573	TLN1	protein_coding	35696948	35732195
09	35673928	36163913	489.985	rs748802	18	HR	224.719	TPM2	protein_coding	35684802	35690056
09	35673928	36163913	489.985	rs748802	18	HR	227.015	GLIPR2	protein_coding	36136536	36163913
09	35673928	36163913	489.985	rs748802	18	HR	235.593	CA9	protein_coding	35673928	35681159
11	128686535	128943399	256.864	rs75190942	5	HR	3.32	KCNJ5	protein_coding	128891356	128921163
11	128686535	128943399	256.864	rs75190942	5	HR	11.021	C11orf45	protein_coding	128905697	128906044
11	128686535	128943399	256.864	rs75190942	5	HR	27.38	KCNJ1	protein_coding	128867296	128867373
11	128686535	128943399	256.864	rs75190942	5	HR	48.251	TP53AIP1	protein_coding	128942927	128943399
11	128686535	128943399	256.864	rs75190942	5	HR	208.141	FLI1	protein_coding	128686535	128813267
01	11650770	12144207	493.437	rs7537765	16	QRS	20.537	NPPA	protein_coding	11847783	11848345
01	11650770	12144207	493.437	rs7537765	16	QRS	21.055	CLCN6	protein_coding	11806191	11848079
01	11650770	12144207	493.437	rs7537765	16	QRS	21.833	MTHFR	protein_coding	11805413	11806455
01	11650770	12144207	493.437	rs7537765	16	QRS	30.218	NPPB	protein_coding	11857464	11858945
01	11650770	12144207	493.437	rs7537765	16	QRS	65.459	C1orf167	protein_coding	11761787	11789585
01	11650770	12144207	493.437	rs7537765	16	QRS	91.162	AGTRAP	protein_coding	11736084	11754802
01	11650770	12144207	493.437	rs7537765	16	QRS	99.181	KIAA2013	protein_coding	11926427	11926428
01	11650770	12144207	493.437	rs7537765	16	QRS	106.959	PLOD1	protein_coding	11934205	11975538
01	11650770	12144207	493.437	rs7537765	16	QRS	135.536	DRAXIN	protein_coding	11691710	11725857
01	11650770	12144207	493.437	rs7537765	16	QRS	152.766	MAD2L2	protein_coding	11674480	11691650
01	11650770	12144207	493.437	rs7537765	16	QRS	152.935	MFN2	protein_coding	11980181	12015211
01	11650770	12144207	493.437	rs7537765	16	QRS	163.046	FBXO6	protein_coding	11664200	11674354
01	11650770	12144207	493.437	rs7537765	16	QRS	172.871	FBXO44	protein_coding	11654375	11663327
01	11650770	12144207	493.437	rs7537765	16	QRS	176.476	FBXO2	protein_coding	11650770	11655785
01	11650770	12144207	493.437	rs7537765	16	QRS	192.22	MIIP	protein_coding	12019466	12032045
01	11650770	12144207	493.437	rs7537765	16	QRS	236.057	TNFRSF8	protein_coding	12063303	12144207
02	36355778	36646087	290.309	rs7562790	2	QRS	90.634	CRIM1	protein_coding	36355778	36551135
02	36355778	36646087	290.309	rs7562790	2	QRS	105.856	FEZ2	protein_coding	36552268	36646087
02	71453561	71686763	233.202	rs7595140	1	JT	98.06	DYSF	protein_coding	71453561	71686763
03	179259208	179804366	545.158	rs7612445	8	HR	3.721	GNB4	protein_coding	179451470	179451476
03	179259208	179804366	545.158	rs7612445	8	HR	107.482	MFN1	protein_coding	179347709	179394936
03	179259208	179804366	545.158	rs7612445	8	HR	107.695	ACTL6A	protein_coding	179562886	179588407
03	179259208	179804366	545.158	rs7612445	8	HR	132.16	ZNF639	protein_coding	179323031	179338583
03	179259208	179804366	545.158	rs7612445	8	HR	149.447	MRPL47	protein_coding	179604638	179604649
03	179259208	179804366	545.158	rs7612445	8	HR	149.499	NDUFB5	protein_coding	179604690	179627647
03	179259208	179804366	545.158	rs7612445	8	HR	195.983	KCNMB3	protein_coding	179259208	179267002
03	179259208	179804366	545.158	rs7612445	8	HR	197.841	USP13	protein_coding	179653032	179804366
05	27038586	28750307	1711.721	rs7713675	1	JT	1711.721	CDH9	protein_coding	27038586	27121150
05	102753981	103029730	275.749	rs7729395	1	PR	10.891	PAM	protein_coding	102753981	103029730
07	45921272	46580547	659.275	rs7784776	1	QRS	659.275	IGFBP3	protein_coding	45921272	45921874
09	17134982	17797124	662.142	rs7861565	2	JT	211.873	CNTLN	protein_coding	17134982	17503923
09	17134982	17797124	662.142	rs7861565	2	JT	232.227	SH3GL2	protein_coding	17579082	17797124
10	18406963	18659285	252.322	rs7909027	1	QRS	244.624	NSUN6	protein_coding	18651587	18659285
17	15263190	15563561	300.371	rs79121763	4	HR	15.039	TEKT3	protein_coding	15307001	15341632
17	15263190	15563561	300.371	rs79121763	4	HR	28.772	PMP22	protein_coding	15263190	15272292
17	15263190	15563561	300.371	rs79121763	4	HR	144.059	TVP23C-CDRT4	protein_coding	15436021	15563561
17	15263190	15563561	300.371	rs79121763	4	HR	175.659	CDRT4	protein_coding	15467621	15503608
05	165403746	168264157	2860.411	rs830233	1	JT	1575.283	TENM2	protein_coding	166979029	168264157
12	64390691	64881033	490.342	rs867400	6	HR	76.069	RASSF3	protein_coding	64507001	64697564
12	64390691	64881033	490.342	rs867400	6	HR	130.98	TBK1	protein_coding	64452090	64502114
12	64390691	64881033	490.342	rs867400	6	HR	169.801	GNS	protein_coding	64752871	64759431
12	64390691	64881033	490.342	rs867400	6	HR	176.414	TBC1D30	protein_coding	64759484	64881033
12	64390691	64881033	490.342	rs867400	6	HR	178.678	XPOT	protein_coding	64404392	64451125
12	64390691	64881033	490.342	rs867400	6	HR	192.379	C12orf56	protein_coding	64390691	64390758
08	38225218	38474800	249.582	rs881301	5	PR	7.093	FGFR1	protein_coding	38467707	38468834
08	38225218	38474800	249.582	rs881301	5	PR	88.593	LETM2	protein_coding	38386207	38409527
08	38225218	38474800	249.582	rs881301	5	PR	92.529	NSD3	protein_coding	38382271	38382272
08	38225218	38474800	249.582	rs881301	5	PR	205.66	PLPP5	protein_coding	38269140	38269243
08	38225218	38474800	249.582	rs881301	5	PR	249.582	DDHD2	protein_coding	38225218	38275558
15	70047790	70155243	107.453	rs904974	1	PR	107.453	TLE3	protein_coding	70047790	70098176
06	46652818	46839778	186.96	rs9296504	6	QRS	8.853	SLC25A27	protein_coding	46652915	46678190
06	46652818	46839778	186.96	rs9296504	6	QRS	8.95	CYP39A1	protein_coding	46652818	46652830
06	46652818	46839778	186.96	rs9296504	6	QRS	26.107	TDRD6	protein_coding	46687875	46704319
06	46652818	46839778	186.96	rs9296504	6	QRS	73.607	PLA2G7	protein_coding	46735375	46735693
06	46652818	46839778	186.96	rs9296504	6	QRS	85.165	ANKRD66	protein_coding	46746933	46759506
06	46652818	46839778	186.96	rs9296504	6	QRS	131.621	MEP1A	protein_coding	46793389	46839778
05	108411746	109196841	785.095	rs9326726	1	HR	336.151	FER	protein_coding	108747897	109196841
03	27722498	27793256	70.758	rs9826413	1	PR	70.758	EOMES	protein_coding	27722498	27722711
11	127000770	127677874	677.104	rs985292	1	JT	677.104	KIRREL3	protein_coding	127000770	127003460
03	117959502	119146068	1186.566	rs9853921	1	JT	941.055	IGSF11	protein_coding	118900557	119146068
17	66229415	66810743	581.328	rs9892651+rs9912468	2	QRS+QT	5.039	PRKCA	protein_coding	66302636	66810743
17	66229415	66810743	581.328	rs9892651+rs9912468	2	QRS+QT	78.26	APOH	protein_coding	66229415	66256525
18	23227008	23662911	435.903	rs9966832	5	JT	48.099	RIOK3	protein_coding	23453287	23486603
18	23227008	23662911	435.903	rs9966832	5	JT	98.323	RMC1	protein_coding	23503511	23531822
18	23227008	23662911	435.903	rs9966832	5	JT	130.434	NPC1	protein_coding	23535622	23586506
18	23227008	23662911	435.903	rs9966832	5	JT	178.18	TMEM241	protein_coding	23227008	23437961
18	23227008	23662911	435.903	rs9966832	5	JT	193.738	ANKRD29	protein_coding	23598926	23662911
